1,15,44059,184,78,202107
0,15,44059,374,252,202107
1,13,20081,27,17,202107
0,13,20081,55,40,202107
1,12,43181,890,684,202107
0,12,43181,1449,1378,202107
0,17,46209,81,295,202107
1,17,46209,35,71,202107
0,5,43049,10,9,202107
1,5,43049,8,3,202107
0,17,45139,1666,1883,202107
1,17,45139,833,444,202107
0,12,43453,49,87,202107
1,12,43453,34,53,202107
0,20,44059,125,290,202107
1,20,44059,81,101,202107
0,10,45059,141,48,202107
1,10,45059,32,23,202107
1,0,43171,16,116,202107
0,0,43171,36,198,202107
0,10,44999,20,16,202107
1,10,44999,8,7,202107
0,20,43109,159,75,202107
1,20,43109,43,29,202107
0,21,45029,62,82,202107
1,21,45029,19,21,202107
0,21,45129,111,9,202107
1,21,45129,19,15,202107
0,17,22491,53,2093,202107
1,17,22491,27,701,202107
1,6,28309,6,18,202107
0,6,28309,2,81,202107
0,0,45019,5,4,202107
1,0,45019,2,2,202107
0,10,43201,185,108,202107
1,10,43201,102,62,202107
0,16,21211,988,343,202107
1,16,21211,132,116,202107
0,15,45119,9,8,202107
1,15,45119,3,6,202107
0,12,45069,287,227,202107
1,12,45069,369,141,202107
0,17,43109,485,147,202107
1,17,43109,63,64,202107
1,19,43531,265,447,202107
0,19,43531,628,1804,202107
1,5,43171,61,11,202107
0,5,43171,345,30,202107
0,6,20081,7,82,202107
1,6,20081,7,16,202107
0,19,45059,309,81,202107
1,19,45059,81,65,202107
0,22,28309,16,17,202107
1,22,28309,13,3,202107
1,18,22009,27729,21392,202107
0,18,22009,108893,77704,202107
0,20,20061,37,40,202107
1,20,20061,10,22,202107
1,6,28269,15,8,202107
0,6,28269,121,9,202107
0,7,46209,294,46,202107
1,7,46209,81,16,202107
1,21,43099,8,18,202107
0,21,43099,48,37,202107
0,21,22009,49321,16900,202107
1,21,22009,22194,6751,202107
1,1,28249,2,0,202107
0,1,28249,2,0,202107
1,6,43631,15,5,202107
0,6,43631,49,12,202107
0,20,43089,48,61,202107
1,20,43089,20,29,202107
0,10,28239,309,463,202107
1,10,28239,154,230,202107
0,10,21681,186,258,202107
1,10,21681,185,142,202107
0,17,28299,1748,2862,202107
1,17,28299,611,834,202107
0,16,28259,56,107,202107
1,16,28259,44,35,202107
1,15,45099,16,17,202107
0,15,45099,16,82,202107
0,11,46049,45,14,202107
1,11,46049,12,3,202107
1,10,43419,943,1325,202107
0,10,43419,1576,2102,202107
1,16,43069,351,415,202107
0,16,43069,1208,1053,202107
0,12,46039,24,89,202107
1,12,46039,30,26,202107
1,13,45139,864,229,202107
0,13,45139,1192,607,202107
1,14,46119,553,352,202107
0,14,46119,1092,691,202107
0,18,22491,75,2566,202107
1,18,22491,27,813,202107
1,8,43631,25,12,202107
0,8,43631,99,146,202107
0,16,43099,513,117,202107
1,16,43099,33,30,202107
1,11,46091,15,2,202107
0,11,46091,14,3,202107
0,0,20081,9,8,202107
1,0,20081,0,1,202107
0,6,46291,278,49,202107
1,6,46291,81,20,202107
1,7,21171,75,472,202107
0,7,21171,632,2569,202107
0,18,45039,101,178,202107
1,18,45039,56,76,202107
0,22,45119,6,0,202107
1,22,45119,3,0,202107
1,21,46009,19411,8152,202107
0,21,46009,42945,17962,202107
0,1,44059,1,0,202107
1,1,44059,0,4,202107
0,14,44059,413,289,202107
1,14,44059,202,77,202107
0,9,28309,47,129,202107
1,9,28309,7,17,202107
1,12,46049,12,3,202107
0,12,46049,28,25,202107
1,15,21691,30,171,202107
0,15,21691,91,509,202107
1,5,46119,56,29,202107
0,5,46119,181,88,202107
0,14,43453,83,113,202107
1,14,43453,39,59,202107
0,17,28259,67,91,202107
1,17,28259,76,34,202107
0,20,28299,754,1309,202107
1,20,28299,417,629,202107
0,5,21021,1,0,202107
1,12,45029,79,64,202107
0,12,45029,139,105,202107
1,8,46091,13,0,202107
0,8,46091,19,2,202107
1,16,21191,46,71,202107
0,16,21191,43,157,202107
0,5,43419,382,1034,202107
1,5,43419,54,123,202107
0,14,21011,65,231,202107
1,14,21011,40,200,202107
1,12,46199,131,229,202107
0,12,46199,212,380,202107
0,15,21271,116,65,202107
1,15,21271,60,17,202107
1,13,43059,229,152,202107
0,13,43059,332,276,202107
0,6,21181,142,77,202107
1,6,21181,11,2,202107
0,14,43089,496,150,202107
1,14,43089,47,37,202107
0,14,43201,156,275,202107
1,14,43201,62,96,202107
1,9,43029,126,62,202107
0,9,43029,235,127,202107
0,13,28249,1012,1052,202107
1,13,28249,496,602,202107
0,12,44019,63,59,202107
1,12,44019,38,28,202107
0,7,28239,1163,1175,202107
1,7,28239,183,188,202107
1,23,45049,5,9,202107
0,23,45049,2,10,202107
0,18,45029,388,756,202107
1,18,45029,121,94,202107
0,20,43191,331,1205,202107
1,20,43191,278,548,202107
1,0,43119,2,0,202107
0,0,43119,1,14,202107
1,22,45019,10,7,202107
0,22,45019,14,12,202107
0,14,28299,1159,1743,202107
1,14,28299,671,767,202107
1,14,45049,37,46,202107
0,14,45049,57,52,202107
0,21,43089,28,51,202107
1,21,43089,18,16,202107
1,11,45049,53,49,202107
0,11,45049,111,98,202107
1,17,21271,43,20,202107
0,17,21271,193,84,202107
1,16,21021,14,6,202107
0,16,21021,27,13,202107
1,1,43029,1,0,202107
0,14,46199,246,832,202107
1,14,46199,134,286,202107
1,11,44069,306,80,202107
0,11,44069,361,130,202107
0,14,28269,60,104,202107
1,14,28269,45,19,202107
0,16,21691,75,483,202107
1,16,21691,35,137,202107
1,7,44049,160,339,202107
0,7,44049,899,958,202107
0,7,44019,368,169,202107
1,7,44019,53,14,202107
1,6,45079,33,920,202107
0,6,45079,51,2614,202107
0,4,46009,6,0,202107
1,4,46009,1,0,202107
1,13,46709,57,74,202107
0,13,46709,116,172,202107
0,19,43419,4178,3541,202107
1,19,43419,1144,1162,202107
1,12,20081,32,27,202107
0,12,20081,13,21,202107
1,7,43201,34,37,202107
0,7,43201,204,148,202107
0,11,21181,48,44,202107
1,11,21181,25,44,202107
0,16,45029,199,152,202107
1,16,45029,112,66,202107
0,10,46049,23,20,202107
1,10,46049,3,4,202107
0,20,20081,117,53,202107
1,20,20081,27,23,202107
1,11,45139,983,339,202107
0,11,45139,1069,596,202107
1,1,43181,0,10,202107
0,1,43181,3,7,202107
1,21,21181,6,31,202107
0,21,21181,10,111,202107
0,18,21691,95,839,202107
1,18,21691,57,197,202107
1,11,28289,510,494,202107
0,11,28289,883,830,202107
1,18,21171,85,265,202107
0,18,21171,727,1586,202107
0,20,45049,151,119,202107
1,20,45049,36,61,202107
1,9,43069,312,761,202107
0,9,43069,766,1621,202107
0,16,46119,949,726,202107
1,16,46119,413,279,202107
1,5,46049,2,0,202107
0,5,46049,0,1,202107
1,21,43059,111,47,202107
0,21,43059,168,120,202107
1,11,45069,319,201,202107
0,11,45069,197,259,202107
1,16,45139,835,299,202107
0,16,45139,1332,818,202107
0,21,43171,386,1314,202107
1,21,43171,219,574,202107
1,10,46199,155,238,202107
0,10,46199,281,357,202107
1,17,46119,491,341,202107
0,17,46119,1427,1001,202107
1,5,46039,25,8,202107
0,5,46039,39,24,202107
1,6,43109,17,40,202107
0,6,43109,123,514,202107
1,15,46209,43,95,202107
0,15,46209,88,249,202107
0,17,43029,270,125,202107
1,17,43029,90,48,202107
1,14,28309,14,12,202107
0,14,28309,91,23,202107
0,16,21271,169,86,202107
1,16,21271,33,32,202107
0,23,21681,18,272,202107
1,23,21681,14,154,202107
1,12,28269,41,23,202107
0,12,28269,103,37,202107
0,8,45079,37,3133,202107
1,8,45079,23,668,202107
1,17,46291,52,191,202107
0,17,46291,219,717,202107
0,9,45059,86,259,202107
1,9,45059,40,48,202107
1,17,21191,51,81,202107
0,17,21191,70,239,202107
0,17,43059,215,242,202107
1,17,43059,213,154,202107
0,6,45099,69,52,202107
1,6,45099,4,29,202107
1,21,44029,847,681,202107
0,21,44029,1854,1895,202107
0,8,43531,1167,850,202107
1,8,43531,336,207,202107
1,6,43531,294,48,202107
0,6,43531,1982,186,202107
1,18,28309,32,20,202107
0,18,28309,281,88,202107
0,23,21271,5,15,202107
1,23,21271,2,3,202107
1,13,21171,48,110,202107
0,13,21171,119,246,202107
0,13,43049,208,340,202107
1,13,43049,207,89,202107
1,15,46049,19,5,202107
0,15,46049,73,4,202107
0,13,45099,23,50,202107
1,13,45099,13,16,202107
1,8,46181,625,283,202107
0,8,46181,2189,704,202107
0,20,43419,2921,2234,202107
1,20,43419,1186,1026,202107
1,12,46029,12,8,202107
0,12,46029,23,8,202107
0,18,28249,1787,1013,202107
1,18,28249,724,390,202107
0,15,28259,20,153,202107
1,15,28259,27,60,202107
0,7,46709,795,199,202107
1,7,46709,198,32,202107
0,8,45019,34,23,202107
1,8,45019,17,7,202107
0,11,28269,87,57,202107
1,11,28269,26,43,202107
1,20,21211,154,70,202107
0,20,21211,677,259,202107
0,9,43201,154,162,202107
1,9,43201,76,71,202107
0,21,45069,491,293,202107
1,21,45069,185,174,202107
0,8,22009,64262,57012,202107
1,8,22009,14387,15752,202107
0,22,28239,121,50,202107
1,22,28239,43,24,202107
1,22,20061,4,6,202107
0,22,20061,9,10,202107
0,5,21171,0,43,202107
0,22,43453,22,48,202107
1,22,43453,15,38,202107
1,11,43089,66,108,202107
0,11,43089,135,149,202107
1,23,28259,0,9,202107
0,23,28259,1,9,202107
0,17,45119,18,8,202107
1,17,45119,18,6,202107
1,20,28269,8,21,202107
0,20,28269,11,38,202107
0,1,43049,0,4,202107
1,21,21201,0,4,202107
0,21,21201,8,6,202107
0,6,44019,283,185,202107
1,6,44019,6,12,202107
0,16,46039,58,17,202107
1,16,46039,45,12,202107
0,22,46009,28710,13053,202107
1,22,46009,14350,6748,202107
0,12,21181,31,70,202107
1,12,21181,27,29,202107
0,9,46029,21,11,202107
1,9,46029,8,0,202107
1,17,43049,137,72,202107
0,17,43049,251,248,202107
1,10,22491,29,659,202107
0,10,22491,64,913,202107
1,9,43049,116,43,202107
0,9,43049,324,104,202107
1,18,45119,11,4,202107
0,18,45119,14,4,202107
0,5,46209,251,0,202107
1,5,46209,47,2,202107
0,17,28279,335,559,202107
1,17,28279,220,208,202107
0,9,43341,876,470,202107
1,9,43341,456,171,202107
1,11,45039,19,27,202107
0,11,45039,36,49,202107
1,11,45019,27,13,202107
0,11,45019,44,12,202107
0,5,46199,245,41,202107
1,5,46199,44,0,202107
1,8,21011,66,121,202107
0,8,21011,194,245,202107
0,7,21181,254,87,202107
1,7,21181,29,15,202107
1,12,21011,48,157,202107
0,12,21011,32,225,202107
1,17,44069,209,101,202107
0,17,44069,404,520,202107
0,19,44029,2763,4272,202107
1,19,44029,1038,1150,202107
1,17,21171,189,215,202107
0,17,21171,825,1457,202107
0,13,45059,128,213,202107
1,13,45059,38,47,202107
0,10,28299,1769,2131,202107
1,10,28299,1108,1332,202107
1,18,43059,222,179,202107
0,18,43059,332,338,202107
0,8,45069,413,4589,202107
1,8,45069,417,691,202107
1,11,43453,36,55,202107
0,11,43453,57,69,202107
1,18,21011,68,606,202107
0,18,21011,73,561,202107
1,11,45059,56,43,202107
0,11,45059,378,33,202107
0,9,21171,90,499,202107
1,9,21171,21,76,202107
1,20,46049,11,0,202107
0,20,46049,6,2,202107
0,22,43109,74,26,202107
1,22,43109,35,15,202107
1,9,43099,58,46,202107
0,9,43099,169,210,202107
0,7,28309,76,208,202107
1,7,28309,24,18,202107
1,12,21271,77,30,202107
0,12,21271,112,69,202107
1,12,22491,30,766,202107
0,12,22491,74,960,202107
0,18,45129,166,4,202107
1,18,45129,100,2,202107
1,15,20081,16,21,202107
0,15,20081,60,82,202107
0,22,43181,550,1348,202107
1,22,43181,330,658,202107
1,20,21201,0,9,202107
0,20,21201,11,32,202107
1,19,43049,75,78,202107
0,19,43049,136,209,202107
0,11,28239,294,283,202107
1,11,28239,164,177,202107
1,14,43049,156,59,202107
0,14,43049,225,361,202107
0,14,46049,32,8,202107
1,14,46049,7,3,202107
0,9,21191,55,57,202107
1,9,21191,44,30,202107
0,22,46709,44,241,202107
1,22,46709,20,114,202107
0,9,43453,70,116,202107
1,9,43453,50,48,202107
0,21,43531,231,1259,202107
1,21,43531,125,528,202107
1,21,20061,6,19,202107
